id,datetime,url,label,summary,cause,effect,sentiment,coins_mentioned
83,2022-11-02,https://cryptonews.com/news/alleged-japanese-scam-operators-paid-up-3000-investors-worthless-cryptoasset.htm,1,"A Tokyo-based firm named VISION allegedly operated a Ponzi scheme targeting 3,000 people by selling USB devices for rental income, then paid investors with a worthless cryptocurrency called 'V Cash coin' when cash payouts stopped. Japanese lawyers from Nagasaki Bar Association are representing victims who lost over $1 million combined, with VISION continuing operations through affiliate companies despite a business suspension order. This case highlights the rising trend of crypto-related fraud in Japan.",Ponzi scheme allegations against VISION firm using worthless cryptocurrency as payment to investors,"No specific price movements mentioned, but increased awareness of cryptocurrency fraud and potential regulatory concerns in Japan",bearish,V Cash coin
84,2022-11-02,https://cryptonews.com/news/bitcoin-price-prediction-as-federal-reserve-interest-rate-decision-announced.htm,1,"Bitcoin reached a new all-time high of $126,173.18 in October 2025 but has since declined to around $94,000 by November 2025, marking a six-month low. The cryptocurrency experienced extreme volatility following the 2024 US election and Trump's policies, with Bitcoin ETFs seeing $2.3 billion in outflows. Despite current bearish sentiment with Fear & Greed Index at 17, analysts maintain optimistic long-term forecasts with average 2025 predictions of $115,000. The market faces challenges from tariff policies and macroeconomic uncertainty, though institutional adoption continues.","Trump's announcement of 100% tariff on Chinese imports, macroeconomic uncertainty, Bitcoin ETF outflows of $2.3 billion, and geopolitical factors including shifting US policies and monetary policy changes.","Bitcoin dropped approximately 18% from its ATH of $126,173.18 to around $104,000, then further declined to $94,000 (six-month low) by November 2025. Fear & Greed Index fell to 17, indicating extreme fear sentiment. The market experienced one of the largest single-day crypto liquidations in history.",mixed,"BTC,ETH,SOL,BCH"
85,2022-11-02,https://cryptonews.com/news/bitcoin-price-ethereum-prediction-big-day-eyes-us-fomc-fed-rate-decision.htm,1,Error processing article,Unknown,Unknown,neutral,
86,2022-11-02,https://cryptonews.com/news/crypto-news-summary-dbs-adopts-defi-protocols-for-fx-government-securities-transactions-union-bank-of-philippines-to-launch-btc-eth-custody-trading.htm,1,"This appears to be a header or introduction to a cryptocurrency news digest from November 2, 2022. The text indicates it will provide daily, bite-sized updates on cryptoasset and blockchain news, focusing on stories that may not be getting mainstream attention. However, no actual news content or specific stories are provided in this excerpt.",No specific catalyst mentioned,No price movements or market effects mentioned,neutral,
87,2022-11-02,https://cryptonews.com/news/billionaire-mike-novogratz-may-cut-20-of-workforce-at-galaxy-digital-signs-of-bear-market.htm,1,"Galaxy Digital Holdings is considering laying off 15-20% of its workforce amid the ongoing crypto market downturn, with shares down 70% this year. The company's losses more than doubled in Q2, partly due to unrealized losses on digital assets and investments in Terra/LUNA. BitMEX has also reduced its staff as it refocuses on derivatives trading. This follows a broader trend of crypto industry layoffs, with companies like Coinbase, BlockFi, and Crypto.com cutting staff throughout 2022.","Market downturn, macroeconomic headwinds, inflation concerns, geopolitical risks, and massive losses from investments in collapsed projects like Terra/LUNA","Galaxy Digital shares dropped 70% this year, company losses more than doubled in Q2, BTC trading at $20,408 (down 1% daily, up 2% weekly), widespread workforce reductions across crypto companies",bearish,"BTC,LUNA,UST"
88,2022-11-03,https://cryptonews.com/news/union-bank-of-philippines-launches-crypto-trading-services-which-coins-are-included.htm,1,METACO announced that Union Bank of the Philippines has launched a pilot program for crypto custody and trading services using bitcoin and ethereum through METACO's Harmonize platform. This makes UnionBank the first regulated bank in the Philippines to offer digital currency exchange features to select retail customers. The initiative is part of broader efforts to expand financial inclusion in the Philippines and follows similar blockchain adoption trends by major banks globally.,Union Bank of the Philippines launching crypto custody and trading pilot program as the first regulated bank in the country to offer such services,"No specific price movements mentioned, but positive institutional adoption sentiment with a major Philippine bank entering crypto services",bullish,"BTC,ETH,JPY,SGD"
89,2022-11-04,https://cryptonews.com/news/bitcoin-price-ethereum-prediction-heres-why-us-nfp-could-boost-btc-by-10-today.htm,0,Error processing article,Unknown,Unknown,neutral,
90,2022-11-04,https://cryptonews.com/news/argentina-tax-officers-find-20m-worth-of-crypto-mining-hardware-livestock-farm.htm,0,"Argentina's tax authority AFIP conducted raids on crypto mining operations, seizing $20 million worth of mining equipment from an agricultural farm and $14 million worth from another property near Santa Fe. The operations were unregistered and involved 35 mining rigs and 96 video cards respectively. This is part of Argentina's ongoing nationwide crackdown on unregistered crypto mining operations that began after ministers called for crypto tax reforms in February 2022.",Argentina's tax authority crackdown on unregistered cryptocurrency mining operations,"No specific price movements mentioned, but regulatory pressure on crypto mining operations in Argentina",bearish,
91,2022-11-04,https://cryptonews.com/news/crypto-prices-bullish-once-more-whats-fueling-the-recovery.htm,0,"Major cryptocurrencies showed bullish price action as traders hoped inflation had peaked and awaited the next US interest rate announcement. Despite hawkish comments from Fed chair Jerome Powell about continuing rate hikes, the Fed's written statement was interpreted as more dovish, creating confusion about messaging. Bitcoin and other cryptocurrencies followed the typical risk-on sentiment pattern, with bitcoin gaining 2.5% in 24 hours to trade around $20,755.","Hope that inflation has peaked, dovish interpretation of Fed statement despite hawkish Powell comments, and anticipation of potential Fed pause in rate hikes","Bitcoin traded as high as $20,888, up 2.5% in 24 hours and 2.1% over 7 days to $20,755. General bullish price action across major cryptocurrencies",bullish,"BTC,ETH"
92,2022-11-04,https://cryptonews.com/news/dollar-milkshake-theory-how-it-can-affect-crypto-profits.htm,0,"The article discusses the Dollar Milkshake Theory and its impact on cryptocurrency markets, particularly Bitcoin. The theory suggests that Bitcoin and other cryptocurrencies move inversely to USD strength, as investors pull money from crypto to accumulate dollars. However, analysts argue that a potential Fed pivot could boost crypto portfolios, with the theory's creator Brent Johnson suggesting that despite short-term volatility, US assets including Bitcoin may continue to outperform globally.","USD strengthening due to the Dollar Milkshake Theory effect, where the Fed's policy tightening sucks liquidity from global markets, and potential Fed pivot speeches by Jerome Powell","Bitcoin and cryptocurrencies moving in inverse proportion to USD rise, with investors pulling investments from Bitcoin to accumulate USD, though potential for crypto portfolio boost if Fed pivots",mixed,BTC
93,2022-11-04,https://cryptonews.com/news/bitcoin-price-prediction-can-btc-stay-above-20600-into-weekend.htm,0,Error processing article,Unknown,Unknown,neutral,
94,2022-11-04,https://cryptonews.com/news/paypal-q3-revenues-beat-estimates-what-it-means-for-crypto.htm,0,"PayPal reported strong Q3 earnings with $6.85bn revenue beating expectations, but its stock fell over 5% to $73.17. In contrast, Bitcoin surged 3.5% to $20,977, reaching over $21,300 before pulling back. This divergence between PayPal stock and Bitcoin performance suggests a potential decoupling between tech stocks and crypto. Strong trading in both BTC and ETH indicates continued investor appetite for crypto risk despite Fed hawkishness.","PayPal's strong earnings report beating expectations, contrasted with divergent performance between traditional tech stocks and cryptocurrency markets, suggesting potential asset class decoupling","Bitcoin surged 3.5% to $20,977 (peaked over $21,300), while PayPal stock fell over 5% to $73.17 from $83 three days prior. Strong trading volume observed in both BTC and ETH.",bullish,"BTC,ETH"
95,2022-11-05,https://cryptonews.com/news/bitcoin-price-prediction-btc-spikes-4-new-bull-market-starting.htm,0,Error processing article,Unknown,Unknown,neutral,
96,2022-11-05,https://cryptonews.com/news/bitcoin-price-ethereum-prediction-triangle-breakout-set-drive-10-btc-pump.htm,0,Error processing article,Unknown,Unknown,neutral,
97,2022-11-06,https://cryptonews.com/news/bitcoin-price-ethereum-might-recover-chz-ape-rallies.htm,0,"Bitcoin consolidated near $21,158 on November 6 with potential for bullish continuation after closing above $21,000, while Ethereum struggled below $1,665 resistance attempting a retracement at $1,600. The global crypto market fell 0.61% to $1.06 trillion with mixed performance across major cryptocurrencies. Top performers included Chiliz (CHZ), ApeCoin (APE), and OKB with 5%+ gains, while FTX Token (FTT) plunged 10% and other coins showed losses. Technical analysis suggests both Bitcoin and Ethereum are in bearish correction phases but maintain bullish bias above key support levels.","Mixed market conditions with Bitcoin breaking through $21,000 resistance level but entering overbought territory, causing bearish corrections across major cryptocurrencies","Global crypto market cap fell 0.61% to $1.06 trillion, total volume dropped 39% to $70 billion. Bitcoin lost over 1% during Asian session trading at $21,175, Ethereum down over 2% to $1,617. CHZ gained 6.17% to $0.2707, APE up 4% to $5.10, OKB rose 5.5% to $21, while FTT dropped 10% to $23.2, NEXO fell 6% to $0.9879, and DOGE declined 5% to $0.1230",mixed,"BTC,ETH,CHZ,APE,OKB,FTT,NEXO,DOGE,D2T"
98,2022-11-06,https://cryptonews.com/news/bitcoin-price-prediction-as-btc-shoots-past-21000-20-rally-incoming.htm,0,Error processing article,Unknown,Unknown,neutral,
99,2022-11-07,https://cryptonews.com/news/crypto-adoption-number-of-bitcoin-atms-canada-jumps-28-one-year.htm,0,"Bitcoin ATMs in Canada increased by nearly 28% year-over-year and almost 190% over two years, reaching 2,549 installations as of November 2022. The growth accelerated significantly starting in mid-2020, with the number jumping from 888 ATMs in November 2020 to over 2,500 by late 2022. CoinFlip announced its international expansion into Canada in June 2022, contributing to the ATM growth in Toronto and Vancouver.","Increased adoption and infrastructure expansion of Bitcoin ATMs, particularly accelerating since mid-2020, with companies like CoinFlip expanding internationally into Canada",No specific price movements mentioned - the article focuses on ATM installation numbers and infrastructure growth rather than price changes,bullish,"BTC,Bitcoin,Ethereum,Litecoin,Bitcoin Cash"
100,2022-11-07,https://cryptonews.com/news/billionaire-tim-draper-bitcoin-to-250000-by-mid-2023.htm,0,"Venture capitalist Tim Draper maintains his $250,000 Bitcoin price prediction but has pushed the timeline to mid-2023, six months later than his previous forecast. Draper, who correctly predicted Bitcoin would surpass $10,000 by 2017, believes widespread Bitcoin adoption will accelerate when basic necessities can be purchased with cryptocurrency. He argues that countries embracing Bitcoin and allowing experimentation will benefit, while restrictive nations will suffer.",Tim Draper's continued bullish stance on Bitcoin adoption and his belief that widespread use for purchasing basic necessities will drive price appreciation,"Price prediction of Bitcoin reaching $250,000 by mid-2023, delayed from original 2022 timeline",bullish,BTC
101,2022-11-07,https://cryptonews.com/news/bitcoin-price-ethereum-hold-crucial-support-arweave-gains-over-35-week.htm,0,"Bitcoin broke below the critical $21,000 support level and traded at $20,892, while Ethereum fell over 2% to $1,566, completing a 61.8% Fibonacci correction. The overall crypto market cap declined over 1% to $1.04 trillion amid concerns over China's zero COVID-19 policy. Major cryptocurrencies showed mixed performance with Litecoin and Polygon gaining over 3%, while Solana dropped more than 10%. The market showed bearish momentum with sellers dominating, though some technical support levels remain intact.","Beijing's announcement that it had no plans to change its zero COVID-19 policy, with health officials reaffirming their commitment to the 'dynamic-clearing' approach to COVID cases","Bitcoin fell below $21,000 support to $20,892 (down 1.5%), Ethereum dropped 2% to $1,566, overall crypto market cap declined 1% to $1.04 trillion, Solana fell 10% to $32.25, while Litecoin rose 3% to $71.4 and Polygon gained 3% to $1.20",mixed,"BTC,ETH,LTC,MATIC,CHZ,SOL,IMX,LRC,AR,D2T"
102,2022-11-07,https://cryptonews.com/news/bitcoin-price-prediction-as-btc-sees-300-billion-trading-volume-come-pump-imminent.htm,0,Error processing article,Unknown,Unknown,neutral,
103,2022-11-08,https://cryptonews.com/news/bitcoin-price-prediction-as-btc-bebounds-above-20000-binance-buying-ftx.htm,1,"Bitcoin experienced extreme volatility in 2024-2025, reaching a new all-time high of $126,173.18 on October 6, 2025, but has since declined to around $94,000 by November 2025, marking a six-month low. The cryptocurrency broke through $100,000 for the first time in December 2024 following Trump's re-election and pro-crypto stance. Current market conditions show bearish sentiment with Bitcoin ETFs experiencing $2.3 billion in outflows and the Fear & Greed Index near 17. Despite recent weakness, analysts maintain long-term bullish forecasts with predictions ranging from $115,000 average for 2025 to potential $1 million valuations by 2030.","Multiple factors including Trump's tariff policies (100% tariff on Chinese imports), massive Bitcoin ETF outflows of $2.3 billion, macroeconomic uncertainty, US debt concerns, interest rate worries, and the largest single-day crypto liquidation in history during Q4 2025.","Bitcoin dropped from its October 2025 ATH of $126,173.18 to around $94,000 by November 2025 (approximately 25% decline), with negative returns for 2025, formation of a 'death cross' between 50- and 200-day moving averages, and current trading at $90,210.97 as of the article date.",mixed,"BTC,BCH,ETH,SOL"
104,2022-11-08,https://cryptonews.com/news/new-report-russian-central-bank-looks-integrate-digital-assets-into-its-financial-system.htm,1,"Russia's Central Bank released a 32-page consultation report on integrating digital assets into the traditional financial system, focusing on tokenized financial instruments, collateralized stablecoins, and NFTs. The report excludes cryptocurrencies and algorithmic stablecoins from its definition of digital finance. The bank outlined regulatory priorities including financial stability, consumer protection, and AML/CFT compliance. Separately, a crypto mining regulation bill was submitted to parliament that would allow Russians to use crypto for payments outside the country.",Central Bank of Russia released a comprehensive consultation report on digital asset integration and a crypto mining regulation bill was submitted to parliament allowing international crypto payments,No specific price movements or market changes mentioned in the article,neutral,
105,2022-11-08,https://cryptonews.com/news/mastercard-ceo-long-way-go-before-crypto-becomes-mainstream.htm,1,"Mastercard CEO Michael Miebach stated that while bitcoin and crypto going mainstream is 'entirely possible,' significant obstacles remain including regulatory compliance, scalable technology, and user experience improvements. He emphasized this transition is unlikely to happen in the next six months but expressed optimism about the asset class long-term. Mastercard continues expanding its crypto services through partnerships with exchanges and recent initiatives like Start Path Crypto program and BitOasis collaboration.",Mastercard CEO's comments on crypto mainstream adoption challenges and the company's continued expansion in crypto services,"No specific price movements mentioned, but positive sentiment regarding long-term crypto adoption potential",mixed,BTC
106,2022-11-08,https://cryptonews.com/news/bitcoin-price-and-ethereum-prediction-ftx-down-35-amid-insolvency-rumors.htm,1,Error processing article,Unknown,Unknown,neutral,
107,2022-11-08,https://cryptonews.com/news/hong-kong-regulator-set-allow-retail-investors-access-btc-ether-etfs.htm,1,Hong Kong's Securities and Futures Commission is moving forward with plans to allow retail investors access to cryptocurrency ETFs tracking futures contracts. The regulator will initially only permit ETFs investing in Bitcoin and Ethereum futures traded on the Chicago Mercantile Exchange. The SFC has launched a consultation paper with proposed guidelines and emphasized that proper investor protection measures will be implemented. This represents a significant regulatory development for cryptocurrency access in Hong Kong's retail market.,Hong Kong's SFC actively developing regulatory framework to authorize cryptocurrency ETFs for retail investors with appropriate investor safeguards and protection measures,"No specific price movements mentioned, but regulatory approval pathway created for retail access to Bitcoin and Ethereum futures ETFs in Hong Kong market",bullish,"BTC,ETH"
108,2022-11-09,https://cryptonews.com/news/us-government-owns-more-than-1-of-total-bitcoin-supply-will-they-dump-it.htm,1,"The US government now holds over 214,000 bitcoin, representing more than 1% of the total bitcoin supply, after seizing 50,676 BTC from a Silk Road-related case. This massive holding, worth $3.6 billion at current prices of $16,800 per coin, makes the government a larger bitcoin holder than MicroStrategy. The government's bitcoin stash comes primarily from three major confiscations over the past two years, including seizures related to Silk Road and the Bitfinex hack.","US government seizure of 50,676 BTC from Silk Road thief, bringing total government holdings above 214,000 BTC","Government bitcoin holdings now worth $3.6 billion at $16,800 per coin exchange rate, making US government larger bitcoin holder than MicroStrategy",neutral,BTC
109,2022-11-09,https://cryptonews.com/news/south-korean-academic-we-must-block-north-from-hacking-crypto.htm,1,"A South Korean academic urges Seoul to increase efforts to prevent North Korean crypto hacking operations, particularly by the Lazarus group, as tensions escalate between the two nations. The academic recommends boosting military personnel for sanctions monitoring and coordinating with private companies to block cryptocurrency theft. North Korean hackers are reportedly using social engineering attacks to target crypto exchanges and users in South Korea. The situation occurs amid deteriorating relations and continued missile launches by North Korea.","North Korean state-sponsored hacking groups like Lazarus targeting South Korean cryptocurrency exchanges and users to raise funds, escalating geopolitical tensions between North and South Korea","No specific price movements mentioned, but increased security concerns and potential regulatory measures to prevent cryptocurrency theft from North Korean hackers",bearish,
110,2022-11-09,https://cryptonews.com/news/bitcoin-price-ethereum-hold-crucial-support-ftx-token-sheds-84.htm,1,"The cryptocurrency market experienced significant losses on November 9, 2022, with Bitcoin falling to nearly $18,000 and Ethereum dropping below $1,300 due to panic selling triggered by FTX insolvency rumors. Binance announced a non-binding agreement to acquire FTX to help cover the liquidity crunch, but uncertainty remains. FTX Token (FTT) crashed dramatically from $22 to $4, losing over 80% of its value. The global crypto market cap fell to $913.58 billion, down over 11% from the previous day.",Panic selling fueled by rumors of FTX's insolvency and Binance CEO's announcement that the exchange would dump hundreds of millions of dollars worth of FTT tokens due to allegations of Alameda Research's insolvency,"Bitcoin fell to $18,395 (down over 6% in Asian session, over 10% in 7 days), Ethereum dropped to $1,303 (down 12% in 24 hours, 17% in 7 days), FTT crashed from $22 to $4.54 (down over 71% in 24 hours, 84% in 7 days), global crypto market cap declined to $913.58 billion (over 11% drop), Aptos down 21% to $4.8, Chiliz down 16% to $0.20",bearish,"BTC,ETH,FTT,APT,CHZ,BinaryX,PAX Gold,D2T"
111,2022-11-09,https://cryptonews.com/news/bitcoin-price-prediction-btc-falls-through-18000-heres-where-its-headed-next.htm,1,Error processing article,Unknown,Unknown,neutral,
112,2022-11-10,https://cryptonews.com/news/bitcoin-price-ethereum-prediction-binance-backs-out-of-ftx-rescue.htm,1,Error processing article,Unknown,Unknown,neutral,
113,2022-11-10,https://cryptonews.com/news/crypto-prices-bounce-as-ftx-searchers-for-rescuers-tether-peg-slips-contagion-fears-mount.htm,1,"Cryptocurrency prices bounced today following softer US CPI inflation data that led to a 6% Nasdaq jump, with Bitcoin reversing losses to gain nearly 1%. The relief comes amid the FTX exchange crisis, where the platform is unable to process withdrawals and is seeking rescue deals with investors to address an estimated $8 billion balance sheet hole. While FTX.US claims to remain fully liquid, the international exchange faces potential bankruptcy, causing broader concerns about contagion spreading through the crypto industry.","Softer US CPI inflation figures (7.7% annual increase in October vs 8.2% previous month, below economists' forecasts) provided market relief amid ongoing FTX exchange bankruptcy concerns","Bitcoin reversed daily losses to gain nearly 1% reaching $17,756; Nasdaq composite jumped 6%; Tether temporarily depegged to $0.96 with $700 million redeemed; Robinhood stock up 7%",mixed,"BTC,FTT,USDT,TRX,DASH,D2T,TORA"
114,2022-11-10,https://cryptonews.com/news/bitcoin-price-prediction-btc-crashes-below-16500-can-us-inflation-data-push-it-10000.htm,1,Error processing article,Unknown,Unknown,neutral,
115,2022-11-10,https://cryptonews.com/news/russian-central-bank-still-saying-no-use-of-crypto-settlements.htm,1,"Russia's Central Bank Governor Elvira Nabiullina reaffirmed her opposition to using private cryptocurrencies for settlements and accounting within Russia, despite the Finance Ministry's push for crypto regulation and adoption. The Central Bank remains opposed to legalizing crypto exchanges and domestic cryptocurrency settlements, even while acknowledging the need for cross-border crypto transactions under current sanctions. This ongoing disagreement between government agencies continues a years-long impasse on crypto regulation in Russia. Nabiullina supports only digital financial assets controlled by the Central Bank, such as a digital ruble.","Russia's Central Bank Governor reaffirmed opposition to private cryptocurrency use in domestic settlements and legalization of crypto exchanges, creating ongoing regulatory uncertainty","No specific price movements mentioned, but regulatory uncertainty and opposition from a major economy's central bank creates negative sentiment for crypto adoption",bearish,BTC
116,2022-11-11,https://cryptonews.com/news/oil-giant-shell-makes-move-into-bitcoin-mining-industry-heres-what-you-need-know.htm,1,"Shell, one of the world's largest oil and gas companies, has signed a two-year partnership to sponsor the 2023 and 2024 Bitcoin Conferences. The energy giant aims to offer lubricant and cooling solutions to Bitcoin miners, focusing on sustainability and renewable energy alternatives. Shell representatives will speak at the conferences about improving energy costs for Bitcoin mining operations. This marks a significant entry of a major traditional energy company into the Bitcoin mining space.",Shell's entry into the Bitcoin mining space through sponsorship of Bitcoin conferences and offering cooling solutions to miners,"No specific price movements mentioned, but potential positive sentiment from major energy company validation of Bitcoin mining industry",bullish,BTC
117,2022-11-11,https://cryptonews.com/news/bitcoin-price-prediction-as-btc-shoots-up-4-how-much-higher-can-it-go.htm,1,Error processing article,Unknown,Unknown,neutral,
118,2022-11-11,https://cryptonews.com/news/bitcoin-price-ethereum-rebound-ftx-pumps-40.htm,1,"On November 11, 2022, major cryptocurrencies traded in the green with the global crypto market cap gaining over 7.5% to $869 billion, driven by weaker-than-expected US CPI inflation data. Bitcoin rose nearly 3.5% to $17,138 while Ethereum gained over 5% to $1,248, as investors anticipated the Federal Reserve may slow interest rate hikes. FTX Token was the top gainer, recovering over 40% to $3.22 amid ongoing developments with the troubled FTX exchange. The market recovery was primarily attributed to inflation data suggesting Fed rate hikes are having their intended effect.","Weaker-than-expected US CPI inflation data (7.7% vs 7.9% expected) suggesting Federal Reserve rate hikes are working and may lead to slower pace of future rate increases, weakening the US dollar","Global crypto market cap gained 7.5% to $869 billion; Bitcoin up 3.5% to $17,138; Ethereum up 5% to $1,248; FTX Token up 40% to $3.22; Chiliz up 24% to $0.2166; Chain up 20%; Bitcoin market cap increased from $314B to $359B; Ethereum market cap rose from $142B to $154B",bullish,"BTC,ETH,FTT,CHZ,XCN,QNT,IMX,LUNC,D2T"
119,2022-11-11,https://cryptonews.com/news/new-regulations-wont-choke-brazils-crypto-progress-says-regulator.htm,1,The President of Brazil's Securities and Exchange Commission (CVM) stated that regulatory efforts will support rather than hinder crypto development in the country. João Pedro Nascimento emphasized the CVM's openness to innovation and commitment to avoiding restrictive policies that would impede market growth. The regulator announced plans for industry guidelines focused on transparency while maintaining a supportive stance toward the rapidly expanding domestic crypto sector.,CVM President's public commitment to crypto-friendly regulation and innovation-supportive policies,"Potential positive sentiment for Brazilian crypto market development, though no specific price movements mentioned",bullish,
120,2022-11-11,https://cryptonews.com/news/japanese-tradfi-giant-nomuras-crypto-arm-launch-coin-trading-platform.htm,1,"Japanese financial giant Nomura is launching a crypto trading platform called Laser Digital targeting institutional investors by early 2023. The subsidiary will offer trading and market making services in spot and derivatives, operating from Zurich, Dubai, and London. Nomura joins other major Japanese traditional finance companies like SBI and Monex Group in expanding into the cryptocurrency sector. The move represents continued institutional adoption of crypto services despite regulatory uncertainties.","Nomura launching institutional crypto trading platform Laser Digital by March 2023, targeting professional traders, institutional investors, and high-net-worth individuals","No specific price movements or numerical changes mentioned, but signals increased institutional adoption and expansion of crypto infrastructure in traditional finance",bullish,
121,2022-11-11,https://cryptonews.com/news/news-summary-bitfinex-nansen-proof-of-reserves-btc-volatility-hits-yearly-low-in-october-sec-gets-support-against-ripple.htm,1,"This appears to be a header or introduction to a cryptocurrency news digest rather than a full article with substantial content. The text only contains a brief description stating it provides daily, bite-sized digest of cryptoasset and blockchain-related news that investigates under-the-radar stories.",No specific catalyst or driver mentioned in the provided text,"No specific price changes, market movements, or sentiment changes mentioned in the provided text",neutral,
122,2022-11-11,https://cryptonews.com/news/binance-provides-proof-of-reserves-response-ftx-collapse-how-much-money-they.htm,1,"Following FTX's collapse, Binance revealed details about its reserves showing nearly $71bn in digital assets as of November 10, 2022. The exchange provided wallet addresses and emphasized this was partial data pending a full audit report expected in weeks. Other major exchanges including Crypto.com, Kraken, and OKX also committed to publishing proof of reserves for transparency. Binance also topped up its emergency insurance fund to $1 billion.",Collapse of rival exchange FTX causing nervousness in the crypto community and demands for transparency,Multiple exchanges committing to publish proof of reserves and Binance revealing $71bn in assets to restore confidence,mixed,"BTC,ETH,BNB,TRX"
123,2022-11-12,https://cryptonews.com/news/rich-dad-poor-dad-author-robert-kiyosaki-says-btc-will-bottom-at-price-not-worried-about-crash.htm,1,"Robert Kiyosaki, author of Rich Dad Poor Dad, predicts Bitcoin could fall to $10,000-$12,000 following the FTX collapse but views this as a buying opportunity. Bitcoin is currently trading at $16,850, down over 20% in the past week, having dropped as low as $15,682. Kiyosaki maintains his bullish long-term stance on Bitcoin, gold, and silver, stating he would be excited rather than worried if Bitcoin hits new lows. His previous predictions have been accurate, correctly forecasting Bitcoin's fall to $20,000 earlier this year.","FTX collapse and fallout creating fear, uncertainty, and doubt (FUD) in the crypto market","Bitcoin down over 20% in the past week, currently trading at $16,850, dropped as low as $15,682 (two-year low). Ethereum down over 23% in seven days. All major crypto assets experiencing heavy losses.",mixed,"BTC,ETH"
124,2022-11-13,https://cryptonews.com/news/bitcoin-price-ethereum-prediction-ftt-drops-90-over-ftx-bankruptcy.htm,1,Error processing article,Unknown,Unknown,neutral,
125,2022-11-14,https://cryptonews.com/news/bitcoin-price-prediction-as-20-billion-trading-volume-comes-where-btc-bottom.htm,1,Error processing article,Unknown,Unknown,neutral,
126,2022-11-14,https://cryptonews.com/news/south-korean-stablecoin-fraudster-aged-60-jailed-for-six-years.htm,1,"A South Korean scammer in their 60s was sentenced to six years in prison for operating a fraudulent stablecoin investment scheme from July 2018 to November 2019. The individual created a fake company, held investor briefings, and promised over 10x profits from a sham stablecoin that would supposedly be listed on a major exchange. The scammer defrauded 35 victims through 158 payments, using the funds for personal real estate investments and operating a Ponzi-style scheme.",Crypto fraud case in South Korea involving a fake stablecoin investment scam,"No specific price movements mentioned, but highlights ongoing fraud issues in South Korean crypto market",bearish,ETH
127,2022-11-14,https://cryptonews.com/news/japanese-government-well-take-all-possible-measures-help-ftx-japan-customers.htm,1,"The Japanese government has ordered FTX Japan to suspend business operations following the collapse of its parent company FTX. Despite the suspension order, FTX Japan claims customer funds totaling $140.2 million are safe and segregated in cold wallets and trust accounts. The company has been ordered to submit a business improvement plan by November 16, while customer withdrawals remain halted.",Collapse of FTX Japan's parent company FTX and subsequent regulatory action by Japan's Financial Services Agency,"Business suspension order for FTX Japan, halt of customer withdrawals, regulatory scrutiny, but company claims $140.2 million in customer assets are safe and segregated",mixed,
128,2022-11-14,https://cryptonews.com/news/billionaire-michael-saylor-says-bitcoin-will-come-out-top-following-ftx-collapse.htm,1,"Former MicroStrategy CEO Michael Saylor believes the FTX collapse will ultimately benefit Bitcoin by eliminating thousands of useless cryptocurrencies and leading to proper regulation. He argues that regulatory clarity will help the crypto industry grow more rapidly, though warns against overly aggressive regulatory responses. Despite MicroStrategy being down over $1.8 billion on its Bitcoin investment, Saylor remains optimistic about Bitcoin's future as a digital commodity.","FTX collapse and bankruptcy filing, lack of transparency in cryptocurrency exchanges, potential increased regulatory scrutiny","MicroStrategy shares down 19% in last trading day and 69% year-to-date, MicroStrategy down over $1.8 billion on Bitcoin investment with current holdings worth $2.1 billion versus $3.981 billion cost basis, market volatility expected to eliminate thousands of cryptocurrencies",mixed,BTC
129,2022-11-15,https://cryptonews.com/news/bitcoin-price-prediction-as-btc-spikes-into-green-time-buy.htm,1,Error processing article,Unknown,Unknown,neutral,
130,2022-11-15,https://cryptonews.com/news/could-south-korean-crypto-exchanges-safe-from-bankruptcy-risks.htm,1,"The article analyzes South Korean cryptocurrency exchanges' financial performance in light of FTX's collapse, suggesting they may be safer due to simpler business models. Korean exchanges like Upbit, Bithumb, Korbit, and Coinone show profits correlating directly with Bitcoin prices, relying solely on transaction fees rather than issuing their own tokens. However, their heavy dependence on transaction volume makes them vulnerable during prolonged market downturns.","FTX bankruptcy and collapse raising concerns about exchange solvency globally, prompting analysis of South Korean exchange safety","South Korean exchanges showed correlation with BTC prices - healthy growth in 2017 when BTC rose, heavy losses in 2018 (Korbit lost $350M, Bithumb went from $380M profit in 2017 to $152M loss in 2018), then profits returned in 2020 when BTC prices rose again",mixed,"BTC,FTT,LUNA,UST"
131,2022-11-15,https://cryptonews.com/news/bitcoin-price-ethereum-hold-strong-cronos-pumps-25.htm,1,"On November 15, 2022, Bitcoin gained over 5% bouncing off $15,800 support to trade at $16,766, while Ethereum recovered over 6% to $1,257. The global crypto market cap increased over 4% to $842.95 billion with total volume up 37% to $82.88 billion. Top gainers included Cronos (CRO) up 21%, Quant (QNT) up 20%, and Lido DAO (LDO) up 13%. The overall market sentiment was positive with few losers, as Bitcoin consolidates in a $16,000-$18,000 range.","Bitcoin bounced off key support level of $15,800 and general positive market sentiment across cryptocurrencies","Bitcoin gained 5% to $16,766, Ethereum up 6% to $1,257, global crypto market cap increased 4% to $842.95 billion, total volume surged 37% to $82.88 billion, CRO gained 21%, QNT up 20%, LDO up 13%",bullish,"BTC,ETH,CRO,QNT,LDO,AXS,LEO,D2T"
